0;0;0;0;0;0
0;0;0;0;0;0
0.993454403802758;1.00814965502585;1.01854702376235;1.18126905893431;2.0013883897038;2.01059484714857
0;0;0;0;0;0
0;0;0;0;0;0
1.00220149572008;1.00017668928423;1.01970614590979;1.18270469845736;2.00862573889116;2.00384701511331
0;0;0;0;0;0
0;0;0;0;0;0
0.998853302990935;0.997556209056847;1.0160501312385;1.1815668312404;2.00446514476917;2.0008801059505
0;0;0;0;0;0
0;0;0;0;0;0
0.970897875392465;0.949969129839499;0.896488931766851;1.1059393279683;1.90890915480299;1.88816127514799
0;0;0;0;0;0
0;0;0;0;0;0
0.992374046354759;0.988846187898404;1.02889723112143;1.17669387806358;2.00033910486177;1.99465172237033
0;0;0;0;0;0
0;0;0;0;0;0
1.00512418822462;0.994566774966541;1.02499558758373;1.1799159040574;2.01202197244062;1.99939171011761
0;0;0;0;0;0
0;0;0;0;0;0
1.00481055259745;0.99920652026733;1.02392180317275;1.1798768245025;2.01205218654094;2.00231388637849
0;0;0;0;0;0
0;0;0;0;0;0
0.967992867377679;0.954029911596133;0.885710098599202;1.10782499284859;1.90401213774734;1.89100071859205
0;0;0;0;0;0
0;0;0;0;0;0
0.992374046354758;0.988846187898403;1.02889723112143;1.17669387806358;2.00033910486177;1.99465172237032
0;0;0;0;0;0
0;0;0;0;0;0
1.00512418822462;0.994566774966541;1.02499558758373;1.17991590405739;2.01202197244062;1.99939171011761
0;0;0;0;0;0
0;0;0;0;0;0
1.00481055259745;0.999206520267331;1.02392180317275;1.1798768245025;2.01205218654094;2.00231388637848
0;0;0;0;0;0
0;0;0;0;0;0
0.967992867377679;0.954029911596133;0.885710098599202;1.10782499284859;1.90401213774734;1.89100071859205
0;0;0;0;0;0
0;0;0;0;0;0
0.993454403802757;1.00814965502585;1.01854702376235;1.18126905893431;2.0013883897038;2.01059484714857
0;0;0;0;0;0
0;0;0;0;0;0
1.00220149572008;1.00017668928423;1.01970614590979;1.18270469845736;2.00862573889116;2.0038470151133
0;0;0;0;0;0
0;0;0;0;0;0
0.998853302990936;0.99755620905685;1.0160501312385;1.18156683124041;2.00446514476918;2.0008801059505
0;0;0;0;0;0
0;0;0;0;0;0
0.970897875392465;0.949969129839498;0.896488931766849;1.1059393279683;1.90890915480299;1.888161275148
0;0;0;0;0;0
0;0;0;0;0;0
0.99237404635476;0.988846187898404;1.02889723112143;1.17669387806358;2.00033910486177;1.99465172237032
0;0;0;0;0;0
0;0;0;0;0;0
1.00512418822462;0.994566774966542;1.02499558758373;1.1799159040574;2.01202197244062;1.99939171011761
0;0;0;0;0;0
0;0;0;0;0;0
1.00481055259745;0.999206520267329;1.02392180317275;1.1798768245025;2.01205218654095;2.0023138863785
0;0;0;0;0;0
0;0;0;0;0;0
0.967992867377679;0.954029911596134;0.885710098599203;1.10782499284859;1.90401213774734;1.89100071859205
0;0;0;0;0;0
0;0;0;0;0;0
0.993454403802759;1.00814965502585;1.01854702376235;1.18126905893431;2.0013883897038;2.01059484714857
0;0;0;0;0;0
0;0;0;0;0;0
1.00220149572008;1.00017668928423;1.01970614590979;1.18270469845736;2.00862573889116;2.00384701511331
0;0;0;0;0;0
0;0;0;0;0;0
0.998853302990937;0.997556209056851;1.0160501312385;1.18156683124041;2.00446514476918;2.00088010595051
0;0;0;0;0;0
0;0;0;0;0;0
0.970897875392463;0.949969129839495;0.896488931766846;1.10593932796829;1.90890915480298;1.88816127514798
0;0;0;0;0;0
0;0;0;0;0;0
0.993454403802758;1.00814965502585;1.01854702376235;1.18126905893431;2.0013883897038;2.01059484714857
0;0;0;0;0;0
0;0;0;0;0;0
1.00220149572008;1.00017668928422;1.01970614590979;1.18270469845736;2.00862573889116;2.00384701511331
0;0;0;0;0;0
0;0;0;0;0;0
0.998853302990936;0.997556209056848;1.0160501312385;1.1815668312404;2.00446514476918;2.0008801059505
0;0;0;0;0;0
0;0;0;0;0;0
0.970897875392466;0.9499691298395;0.896488931766851;1.1059393279683;1.90890915480299;1.888161275148
0;0;0;0;0;0
0;0;0;0;0;0
0.99237404635476;0.988846187898402;1.02889723112143;1.17669387806358;2.00033910486177;1.99465172237032
0;0;0;0;0;0
0;0;0;0;0;0
1.00512418822462;0.994566774966539;1.02499558758373;1.17991590405739;2.01202197244062;1.99939171011761
0;0;0;0;0;0
0;0;0;0;0;0
1.00481055259745;0.999206520267331;1.02392180317275;1.17987682450251;2.01205218654094;2.00231388637849
0;0;0;0;0;0
0;0;0;0;0;0
0.967992867377679;0.954029911596134;0.885710098599202;1.10782499284859;1.90401213774733;1.89100071859205
0;0;0;0;0;0
0;0;0;0;0;0
0.994681345425519;0.998634278147941;1.01775930226797;1.18086882458866;2.00162410631797;2.00197677774053
0;0;0;0;0;0
0;0;0;0;0;0
0.992270980563119;1.00283676849915;1.01632492526579;1.1817009304045;2.00032023001193;2.00568896862778
0;0;0;0;0;0
0;0;0;0;0;0
0.992907837658849;0.996477530186755;1.02080872330397;1.17747575025944;2.00045720968125;1.99987073318389
0;0;0;0;0;0
0;0;0;0;0;0
0.974149430880138;0.950433034878971;0.894918199613995;1.10633366609139;1.91135136244815;1.88858081416637
0;0;0;0;0;0
0;0;0;0;0;0
0.994681345425518;0.99863427814794;1.01775930226797;1.18086882458866;2.00162410631797;2.00197677774053
0;0;0;0;0;0
0;0;0;0;0;0
0.992270980563122;1.00283676849914;1.01632492526578;1.1817009304045;2.00032023001192;2.00568896862778
0;0;0;0;0;0
0;0;0;0;0;0
0.992907837658852;0.996477530186752;1.02080872330396;1.17747575025944;2.00045720968124;1.99987073318389
0;0;0;0;0;0
0;0;0;0;0;0
0.974149430880136;0.950433034878973;0.894918199613996;1.10633366609139;1.91135136244816;1.88858081416637
0;0;0;0;0;0
0;0;0;0;0;0
0.994681345425519;0.99863427814794;1.01775930226797;1.18086882458866;2.00162410631797;2.00197677774053
0;0;0;0;0;0
0;0;0;0;0;0
0.99227098056312;1.00283676849914;1.01632492526578;1.1817009304045;2.00032023001192;2.00568896862778
0;0;0;0;0;0
0;0;0;0;0;0
0.99290783765885;0.99647753018675;1.02080872330396;1.17747575025943;2.00045720968124;1.99987073318389
0;0;0;0;0;0
0;0;0;0;0;0
0.974149430880137;0.950433034878972;0.894918199613995;1.10633366609139;1.91135136244815;1.88858081416637
0;0;0;0;0;0
0;0;0;0;0;0
0.994681345425517;0.998634278147938;1.01775930226797;1.18086882458865;2.00162410631797;2.00197677774053
0;0;0;0;0;0
0;0;0;0;0;0
0.992270980563121;1.00283676849915;1.01632492526579;1.1817009304045;2.00032023001193;2.00568896862778
0;0;0;0;0;0
0;0;0;0;0;0
0.992907837658849;0.996477530186755;1.02080872330397;1.17747575025944;2.00045720968125;1.9998707331839
0;0;0;0;0;0
0;0;0;0;0;0
0.974149430880138;0.950433034878971;0.894918199613995;1.10633366609139;1.91135136244815;1.88858081416636
0;0;0;0;0;0
0;0;0;0;0;0
0.987804611557918;1.00305302390325;1.01478231815234;1.1796018089292;1.99696581978903;2.0045831603118
0;0;0;0;0;0
0;0;0;0;0;0
0.998638976483424;1.01275262039816;1.01010711270382;1.18459794236685;2.00644847582571;2.01366123385119
0;0;0;0;0;0
0;0;0;0;0;0
0.990461894283057;0.993660014578902;1.02304275174696;1.17757532951334;1.99822904338604;1.99762750373415
0;0;0;0;0;0
0;0;0;0;0;0
0.974906027605979;0.946669120885951;0.898141304541545;1.10618034203456;1.91064087561318;1.88678777089573
0;0;0;0;0;0
0;0;0;0;0;0
0.987804611557918;1.00305302390325;1.01478231815234;1.1796018089292;1.99696581978904;2.0045831603118
0;0;0;0;0;0
0;0;0;0;0;0
0.998638976483424;1.01275262039816;1.01010711270382;1.18459794236685;2.00644847582571;2.01366123385119
0;0;0;0;0;0
0;0;0;0;0;0
0.990461894283058;0.993660014578904;1.02304275174697;1.17757532951335;1.99822904338605;1.99762750373415
