0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.12682922565616e-06;3.55807644846768e-05;0.00025955225178742;0.00104428239020303;0.00304737346652948;0.00727066955025537;0.0151023058626162;0.0283423617088516;0.0492127550825554;0.0803504102695287;0.124783452736336;0.18589126779184;0.267349153656562;0.373058538504119;0.507064028759143;0.673459369644746;0.876284716813549;1.11941773726535;1.40646091024598;1.74062798962908;2.12463264476087;2.56058212631304;3.04987891174328;3.59313326103395;4.19008916196459;4.83956548231991;5.53941448296678;6.28649933553068;7.07669192500096;7.90489163204725;8.76506478291374;9.65030497727574
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.77083856137208e-07;5.6466396396186e-06;4.25892046205426e-05;0.000178753473046224;0.000544351518393478;0.0013496968805227;0.00289800072426925;0.00559454193307097;0.009951889244609;0.016590719106358;0.0262363797854269;0.0397112473187713;0.0579229839709762;0.0818487399147052;0.112515728582065;0.15097871394022;0.19829500193787;0.255497271920445;0.323564932879881;0.403394889203101;0.495772305638507;0.60134212883798;0.720582329822624;0.853779645418775;1.00100816899988;1.16211151186732;1.33668910048422;1.52408719148654;1.72339512233881;1.93344654908231;2.15282621201127;2.37988234751415
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7.13098304276708e-07;2.23943970751679e-05;0.000160387648925952;0.000632597063243367;0.0018140711151045;0.00426445184095407;0.00874813855272252;0.0162471860139594;0.0279657868189403;0.0453255645095655;0.0699522464522576;0.1036542553318;0.148393092454105;0.206246028943767;0.279362134357058;0.369912662968495;0.480036802433799;0.611784062617704;0.767054842493149;0.947540619824108;1.1546652936484;1.38952935307247;1.6528583649594;1.94495714602207;2.26567092785835;2.61435460171817;2.98985120215933;3.3904804822117;3.81403811932415;4.25780596165599;4.718573227314;5.19266862771363
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4.3137817840994e-07;1.3504646176515e-05;9.56274965235353e-05;0.000371167067689062;0.00104532458349612;0.00241403329096951;0.00487262936751254;0.00892089976224547;0.0151636968611165;0.0243077900442593;0.0371550701403569;0.0545916581844288;0.077573019777493;0.107105738854688;0.144226242351237;0.189976705942556;0.245378817785173;0.31140618821547;0.388955938108318;0.478820193760811;0.581658389847495;0.697970996184356;0.828075285216438;0.972083911480622;1.12988685952649;1.30113735980852;1.48524230229718;1.68135748155626;1.888388009942;2.10499374069865;2.32959990985859;2.56041339026963
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6.96503007224088e-07;2.18841672515827e-05;0.000156957811120636;0.000619030620331013;0.00177154762160131;0.00415010805179411;0.00847604844217273;0.0156627687813389;0.0268154403365103;0.0432234979871041;0.066345848965877;0.0977895399965082;0.139281969834871;0.192636812416989;0.259714383748872;0.342377487138026;0.442443845006309;0.561636296922931;0.701531939556644;0.863511423409569;1.0487096722494;1.2579693988149;1.49179871725101;1.75033406837418;2.03330959096674;2.34003363713483;2.66937333166413;3.01974790711685;3.38913119378473;3.77506374409375;4.17467446086079;4.58471146116239
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4.50135113276296e-07;1.41068786875989e-05;0.0001002804940309;0.00039140410024133;0.00110915854312761;0.00257617250022216;0.00522434630927188;0.00959847139283623;0.0163541407363794;0.0262506078066659;0.0401403974363927;0.0589560207280738;0.0836930272402685;0.115389530570763;0.155102942922221;0.203884567894568;0.262752557846301;0.332663713746661;0.414484731785071;0.508963712557185;0.61670279937525;0.738132639584533;0.873489384544398;1.02279496775853;1.18584086626437;1.36217580795399;1.55109834524508;1.75165472783512;1.96264225662412;2.18261779142719;2.40991131184384;2.64264478400936
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6.88571714968909e-07;2.16233861370497e-05;0.000154809287148769;0.000609454732480597;0.00174168786059305;0.00407608567215778;0.00831957990905795;0.0153675197884318;0.0263020722096429;0.042382979765728;0.0650307702450164;0.0958032134106578;0.136365670950008;0.18845619635116;0.253845892994674;0.334295409582399;0.431508671493262;0.547084944561945;0.682470385982001;0.838910247086838;1.01740290761005;1.21865708686541;1.44305337069497;1.69061130054165;1.96096303947603;2.25333426823403;2.56653299348188;2.89894681857712;3.24854903859123;3.61291367409697;3.98923908520505;4.37438012802032
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4.58260974596064e-07;1.43765943145681e-05;0.000102562541839953;0.000401824943849281;0.00114237486755929;0.00266042146030449;0.00540679737433887;0.00995082793042197;0.0169787563015293;0.0272870349391798;0.0417715473983241;0.0614130930103877;0.0872588680057249;0.120399863767633;0.161945046523133;0.212993090272063;0.274602434624111;0.347760529097108;0.433353090094489;0.532134055164553;0.644697246921367;0.771450383450127;0.912592188524613;1.06809329698035;1.2376811723142;1.42082928683331;1.61675121818388;1.82440016524137;2.04247411889759;2.2694264465944;2.50348177646431;2.74265714707175
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6.88375358038571e-07;2.16171715072864e-05;0.000154764026344071;0.000609283303567843;0.00174125817605461;0.00407534678735659;0.00831892043679277;0.0153683182345087;0.0263072567295059;0.0423975174764408;0.0650622704460693;0.0958627585688688;0.136468526926695;0.188621810590231;0.254097079067313;0.334656619113328;0.432003320949412;0.547731794008169;0.683279184695481;0.839877029873292;1.01850549266844;1.21985104033473;1.44426873406843;1.69175031768243;1.96189893270884;2.25391093891285;2.56656562869745;2.89822341199293;3.24683282748563;3.60994650475418;3.9847456705162;4.36807308092066
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4.58050702493228e-07;1.43696968939567e-05;0.000102506092632253;0.00040157582095368;0.00114163264386386;0.00265875705297544;0.00540375106615013;0.00994598685101931;0.0169719099842568;0.0272785178966014;0.0417625003040605;0.0614054040644318;0.0872549720760619;0.120403240045446;0.16196174501191;0.213034371112852;0.274688577629753;0.34792569660717;0.43365082940384;0.532643041957967;0.645526530966545;0.772743685388341;0.914530886854347;1.07089788578665;1.24161118365443;1.42618191365045;1.62385871780693;1.83362603570353;2.05420805937531;2.28407813419986;2.52147356271602;2.76441592993793
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6.95953259229768e-07;2.18679896826719e-05;0.000156869595826976;0.000618831837402059;0.00177152886304008;0.00415181767765238;0.00848401064770094;0.0156861398040846;0.0268684614947916;0.0433239449737421;0.0665116829758023;0.0980343348134158;0.139609420406453;0.193034725773503;0.260148539392302;0.342785562704307;0.442729555711036;0.561663940778591;0.701121562654466;0.862434854801862;1.04668769244027;1.25467023493221;1.48683799369678;1.74327628968187;2.02367109150341;2.32728692602397;2.6529529547694;2.99905798407317;3.36355477424811;3.74397370114139;4.13744544428171;4.5407327706696
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4.48897239196744e-07;1.40674559120042e-05;9.99883170564684e-05;0.000390292296499257;0.00110632686173983;0.00257044010004763;0.00521407516553294;0.00958202273758122;0.0163323155629049;0.0262320097663955;0.0401491416658744;0.0590405508695964;0.0839354082611324;0.115915020292565;0.156089480938632;0.205571657298176;0.265449105118686;0.336754505005396;0.420435267428882;0.517323130467647;0.628104665639863;0.753293414279204;0.893204399309548;1.04793185392718;1.21733062749389;1.40100178285029;1.59828295541658;1.80824385260079;2.0296872213668;2.26115548620916;2.50094324552825;2.74711548947329
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7.19770403151063e-07;2.26320381652738e-05;0.000162728123181937;0.000643461972650762;0.00184544360533352;0.00433165343043068;0.0088653617386523;0.0164209129356071;0.0281866799645786;0.0455596400139733;0.0701315826861674;0.103667589381122;0.14807670939984;0.205375278059697;0.277643857531278;0.366978819818413;0.475439650649465;0.604993305269119;0.757456973744249;0.934440568934233;1.1372904150402;1.36703575641117;1.62433958516672;1.90945512789258;2.22218921043722;2.56187348356992;2.92734463531189;3.31693441281298;3.72846990819764;4.15928433881604;4.60623836682644;5.06575224230768
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4.15212580804377e-07;1.29926876552475e-05;9.19206672464134e-05;0.000357916662040139;0.00101637144815731;0.002374274501547;0.00485318005340113;0.00899684334520254;0.0154737505238973;0.0250749385667273;0.0387073294849116;0.057382210164586;0.0821989564686498;0.114324533008372;0.154969118976733;0.205358331341561;0.266702810093131;0.34016591289136;0.426830225268515;0.527663800378111;0.643487022811099;0.774940836977257;0.922457222372289;1.08623290601629;1.26620698642871;1.46204304991976;1.67311636507233;1.89850667824139;2.13699711502621;2.38707930536663;2.64696469286801;2.91460195142631
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7.83154478791367e-07;2.48095677583272e-05;0.000182938485543682;0.000744350092131386;0.00219197674246314;0.00526623412562244;0.0109982197676831;0.0207313344255067;0.0361301805530741;0.0591763280206208;0.0921513890253455;0.137607997682438;0.198328887008032;0.27727479972269;0.377522437340468;0.502193791050325;0.654378449514549;0.837050951273472;1.05298514156071;1.30466763872518;1.59421272640495;1.92328091915223;2.2930032875452;2.70391366149822;3.15589091867908;3.64811287860159;4.17902326570013;4.74631298407872;5.34691661079075;5.97702492233743;6.63211341773847;7.30698662046902
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
