0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0.000262835433493152;0.00802773213261699;0.0556789290064509;0.208021757919768;0.548740939497877;1.15007096367526;2.03686963685003;3.15952144124115
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
2.28010445910226e-05;0.000711429897523934;0.00529157328872191;0.0213114899788702;0.0601641472698346;0.134038949510841;0.251040030364601;0.41025634015569
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0.000202709068853854;0.00616786363966143;0.0422299577311268;0.155597880904916;0.405636798586161;0.842091536005185;1.48014339753874;2.28220290752247
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
7.9919642608758e-05;0.0024059088443928;0.0158573734284975;0.0557679981694109;0.138717761454911;0.275042797694276;0.461857765914155;0.67944063667857
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
4.71253935658108e-05;0.00141060916213988;0.00912183152099766;0.031714515054378;0.0792147290040022;0.159836179723945;0.276057648608839;0.421696571746888
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
4.76903076333497e-05;0.00141013549511892;0.00868433823533168;0.0279326226128057;0.0632245126747034;0.114121483523558;0.174537878490476;0.233420348182263
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
4.39618047710349e-05;0.00128210677210273;0.00747991924571667;0.0225131753217364;0.0477081756323373;0.0803860349359462;0.113814056940554;0.13886466499546
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
3.6176703133178e-05;0.00106768591249013;0.00653149620823482;0.0209149499314722;0.0473095331883411;0.0854333892240014;0.130667995943233;0.17460603597876
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0.000208213413456332;0.0063320783918563;0.0432634663258381;0.158724837884965;0.411341002156321;0.848373312012077;1.4813604556239;2.26929839748602
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
3.72741719777457e-05;0.0011296448834711;0.00762517205432802;0.0275850253493417;0.0706523328326114;0.144612698251338;0.251645643767918;0.385631190748458
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0.000211174204892097;0.00641691248423432;0.0437237375794776;0.159997308450488;0.413713171471241;0.851227674141807;1.48240073350525;2.26459008462214
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
4.88563668080093e-05;0.00144730873415227;0.00897243690476306;0.028985917266961;0.0654957921702253;0.11727110626429;0.176787805414701;0.231315627199376
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
3.11468931525211e-05;0.000933831150095295;0.00604625241719728;0.0203962530026075;0.0472680718446962;0.0846473775543472;0.123362608020247;0.147882934664687
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
8.43224785062618e-06;0.000249314565009225;0.00151942695907523;0.0044582003778472;0.0078407902535668;0.00766703090084048;-0.00232992651054809;-0.0290066917023764
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
1.7892478321176e-05;0.000530950858428826;0.00330035253042031;0.0103984780939825;0.0218190042277284;0.0338639585345506;0.0391650333053479;0.0283364784336972
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
3.24584372462872e-06;8.89139448979937e-05;0.000365190258797849;7.58293910196753e-05;-0.00399897818315101;-0.0191241498163546;-0.0565535651243543;-0.128770953948226
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
6.91403335713602e-05;0.0020942435461902;0.0141107810372178;0.0509701501206294;0.13021004946426;0.265066936381532;0.457393701580044;0.693313221800243
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
4.39949289699474e-05;0.00129752967174473;0.00791076061257249;0.0250960872503056;0.0558058275622956;0.0982603406295166;0.145117183856219;0.184869605144396
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
4.59940413413458e-05;0.00135143564312915;0.00811691796648774;0.0251973799627474;0.0545579584372062;0.0930506730217862;0.132280744709406;0.160687603387885
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
4.42713427883496e-05;0.00129651719818348;0.00768218050270531;0.0233663485600885;0.0493785268754107;0.0819905557256514;0.113107831896637;0.132477731095212
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
1.78717941352101e-05;0.000528617922318093;0.0032411368572382;0.00993169216347282;0.019753781818629;0.0275209651306113;0.0241998644992644;-0.000481197899683906
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
1.21082534077429e-05;0.000353514102185729;0.00205036888386353;0.00562320322169818;0.00890662376263095;0.00619187894384353;-0.0106953986792036;-0.0499849110225777
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
1.89149848807638e-06;4.75527097666363e-05;8.30188366308105e-05;-0.000852367313048022;-0.00577283577749291;-0.0207049419787681;-0.0539851688190135;-0.113396719287491
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
1.7598361072358e-05;0.00052101942910193;0.00320492228415369;0.00984111853502161;0.0196751612497118;0.0279671261305368;0.0263741590037322;0.00516391582473404
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
1.29837238391884e-05;0.000379820318951841;0.00222193529337981;0.00620464004958583;0.0102655192696606;0.00862096784158364;-0.00728629769961123;-0.0461844092506282
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
1.78053613188342e-06;4.37411142408575e-05;4.83684430299892e-05;-0.000976504359586729;-0.00598328427713343;-0.0207981851627024;-0.0535118551476584;-0.111814703879454
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
-3.69411676662403e-07;-1.81748309024362e-05;-0.000299030748439814;-0.00207646663439245;-0.0087226073478081;-0.0264981621244198;-0.0638137019709606;-0.128453477393687
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
-8.83144275072707e-07;-3.31955336762709e-05;-0.000388246455535521;-0.00236496699611679;-0.00937618728311604;-0.0275110903415301;-0.0646721632170441;-0.128007787759646
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
1.23655617383511e-05;0.000359052294072086;0.00203295377757613;0.00530782897026662;0.0075202634220743;0.00255651924631828;-0.0176402019685118;-0.0603765536147002
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
2.41157572765097e-06;6.21014696113878e-05;0.000156875814749345;-0.000584064680043081;-0.00471567232495708;-0.0172112643838048;-0.0451210458570333;-0.0954192212774834
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
-9.76731420954515e-07;-3.61104643315159e-05;-0.000409538318177803;-0.00244358298054633;-0.00957365648478792;-0.0278469970404491;-0.0649024930497784;-0.12744815188226
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
-1.40460993638839e-06;-4.83738759775407e-05;-0.000473089857142403;-0.00253663103617976;-0.00934200214331362;-0.026428224003528;-0.0611870680911068;-0.120757686585473
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
-3.69411676662425e-07;-1.8174830902437e-05;-0.000299030748439828;-0.00207646663439256;-0.00872260734780863;-0.0264981621244214;-0.0638137019709644;-0.128453477393694
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
1.78053613188344e-06;4.3741114240858e-05;4.83684430299991e-05;-0.000976504359586625;-0.00598328427713282;-0.0207981851627003;-0.0535118551476529;-0.111814703879442
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
1.29837238391885e-05;0.000379820318951842;0.0022219352933798;0.00620464004958577;0.0102655192696603;0.0086209678415826;-0.0072862976996133;-0.0461844092506319
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
-8.831442750727e-07;-3.31955336762706e-05;-0.000388246455535523;-0.00236496699611684;-0.00937618728311644;-0.0275110903415319;-0.0646721632170493;-0.128007787759659
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
1.787179413521e-05;0.000528617922318093;0.0032411368572382;0.0099316921634729;0.0197537818186293;0.0275209651306124;0.0241998644992668;-0.000481197899679678
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
1.21082534077427e-05;0.000353514102185725;0.0020503688838635;0.00562320322169804;0.00890662376263057;0.00619187894384253;-0.0106953986792058;-0.0499849110225816
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
1.7598361072358e-05;0.00052101942910193;0.0032049222841537;0.00984111853502167;0.019675161249712;0.0279671261305371;0.0263741590037334;0.00516391582473619
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
1.89149848807638e-06;4.75527097666365e-05;8.30188366308173e-05;-0.00085236731304793;-0.00577283577749233;-0.0207049419787658;-0.053985168819007;-0.113396719287476
0;0;0;0;0;0;0;0
